Term,Department,Course,Workload,Rating,Enrollment,Recommendation,Elective,Concentration,Secondary/Citation,Core/GENED,EXPOS,Language,Pre-med
Spring 2018,Comparative Literature,COMPLIT 343BB: Professing Literature 2,2.0,4.6,7,4.4,14,86,0,0,0,0,0
Spring 2018,Comparative Literature,COMPLIT 97: Tutorial - Sophomore Year,5.2,4.8,11,4.7,11,89,11,0,0,0,0
Spring 2018,Computer Science,COMPSCI 1: Great Ideas in Computer Science,6.8,3.8,75,3.9,89,3,2,15,0,0,0
Spring 2018,Computer Science,STAT 121B/COMPSCI 109B: Data Science 2: Advanced Topics in Data Science,9.1,3.7,56,3.8,45,52,19,0,0,0,0
Spring 2018,Computer Science,COMPSCI 124: Data Structures and Algorithms,18.9,4.0,257,3.9,21,83,8,0,0,0,0
Spring 2018,Computer Science,COMPSCI 127: Cryptography,10.1,4.7,9,4.6,57,71,14,0,0,0,0
Spring 2018,Computer Science,COMPSCI 144R: Networks Design Projects,5.6,3.4,52,3.5,38,53,24,0,0,0,0
Spring 2018,Computer Science,COMPSCI 148: Design of VLSI Circuits and Systems,6.1,4.4,12,4.5,27,82,0,0,0,0,0
Spring 2018,Computer Science,COMPSCI 152: Programming Languages,8.6,4.3,79,4.2,38,73,3,0,0,0,0
Spring 2018,Computer Science,COMPSCI 161: Operating Systems,23.0,5.0,24,4.8,41,77,9,0,0,0,0
Spring 2018,Computer Science,COMPSCI 179: Design of Useful and Usable Interactive Systems,7.9,3.6,61,3.8,28,58,28,0,0,0,0
Spring 2018,Computer Science,COMPSCI 181: Machine Learning,14.9,3.3,201,3.4,53,60,5,1,0,0,1
Spring 2018,Computer Science,COMPSCI 189: Autonomous Robot Systems,9.4,3.9,20,3.9,58,42,11,0,0,0,0
Spring 2018,Computer Science,COMPSCI 191: Classics of Computer Science,3.7,4.0,90,4.2,59,33,26,0,0,0,0
Spring 2018,Computer Science,COMPSCI 20: Discrete Mathematics for Computer Science,6.1,4.1,80,4.2,43,65,2,2,0,0,0
Spring 2018,Computer Science,COMPSCI 205: Computing Foundations for Computational Science,10.0,3.8,44,3.7,24,59,21,0,0,0,0
Spring 2018,Computer Science,COMPSCI 221: Computational Complexity,5.2,5.0,19,4.7,79,43,7,0,0,0,0
Spring 2018,Computer Science,COMPSCI 227R: Cryptography,10.6,4.5,15,4.4,71,71,0,0,0,0,0
Spring 2018,Computer Science,COMPSCI 228: Computational Learning Theory,9.5,4.1,18,4.3,50,50,0,0,0,0,0
Spring 2018,Computer Science,COMPSCI 236R: Topics at the Interface between Computer Science and Economics,5.8,4.6,27,4.5,65,55,5,0,0,0,0
Spring 2018,Computer Science,COMPSCI 244R: Networks Design Projects,6.4,3.7,21,3.7,35,59,0,0,0,6,0
Spring 2018,Computer Science,COMPSCI 262: Introduction to Distributed Computing,4.6,3.6,56,3.7,49,63,7,2,0,0,0
Spring 2018,Computer Science,COMPSCI 265: Big Data Systems,11.3,4.5,13,4.9,50,75,12,0,0,0,0
Spring 2018,Computer Science,STAT 317/COMPSCI 282R: Topics in Machine Learning: Robust Machine Learning,8.8,4.2,25,4.5,71,18,0,0,0,0,0
Spring 2018,Computer Science,COMPSCI 284: Optimization Algorithms for Robotics,9.1,4.5,23,4.6,62,44,0,0,0,0,0
Spring 2018,Computer Science,COMPSCI 287R: Machine Learning for Natural Language,15.7,4.8,40,5.0,74,48,9,0,0,0,0
Spring 2018,Computer Science,COMPSCI 51: Introduction to Computer Science II,14.1,3.3,279,3.4,14,81,19,1,0,0,0
Spring 2018,Earth & Planetary Sciences,ENG-SCI 112/E-PSCI 112: Thermodynamics by Case Study,4.7,4.1,18,4.2,7,10,0,0,0,0,0
Spring 2018,Earth & Planetary Sciences,E-PSCI 120: Introduction to Planetary Sciences,7.0,5.0,5,4.7,67,67,33,0,0,0,0
Spring 2018,Earth & Planetary Sciences,E-PSCI 130/ENG-SCI 130: Biogeochemistry of Carbon Dioxide and Methane,5.0,5.0,5,5.0,0,75,0,0,0,0,0
Spring 2018,Earth & Planetary Sciences,E-PSCI 131/ESE 131: Introduction to Physical Oceanography and Climate,5.3,4.3,14,4.4,60,50,10,0,0,0,0
